Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
879.0,3-Day private Tour of Siem Reap with Pick Up,Bus Tours,1.0,5.0,72.0,420.85,"English Speaking Tour Guide, Private air-conditioned vehicle, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
880.0, Kampong Pluk - Floating Village Tour Small Group.,Bus Tours,1.0,5.0,5.0,34.0,"English Speaking Tour Guide, Air- Condition Vehicle, Bottle of Cool Water, Boat Ticket, Hotel Pick Up and Drop Off, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
881.0,Battambang minicar tour,Adventure Tours,1.0,5.0,48.0,25.0,"Private transportation, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
882.0,"The 9th-century Capital City, Kampong Khleang & Beng Mealea Full-Day privateTour",Bus Tours,1.0,5.0,7.0,95.0,"English Speaking Tour Guide, Private air conditioned vehicle and short boat ride","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
883.0,Cambodia Wildlife Sanctuary and Countryside Tour,Full-day Tours,2.0,5.0,7.0,149.0,"Lunch, All Fees and Taxes, Ticket, Transportation, English tour guide, Entry/Admission - Phnom Penh","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
884.0,Half-Day Siem Reap City Hidden Gems Private Guided Tour,Bus Tours,2.0,5.0,4.0,60.0,"Passionate english speaking local guide, All Fees and Taxes, Snacks, Private transportation, All entrances to local monastery","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
885.0, Angkor Highlights and Sunset Small Group,Full-day Tours,1.0,5.0,11.0,24.0,"Bottled water, Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Sightseeing as specified in the description, Transportation by air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
886.0,Koulen Waterfall & Ancient Capital 802AD Full-Day private Tour,Bus Tours,1.0,5.0,7.0,78.0,"English Speaking Tour Guide, Private air conditioned vehicle, Hotel pick up and drop off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
887.0,Angkor Wat Sunrise Odyssey Breakfast by the Royal Bath,Full-day Tours,1.0,5.0,8.0,43.0,"Experienced English Speaking Tour Guide, Angkor Admission Fee, Breakfast, Lunch, Bottled water, Local Tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
888.0,"Siem Reap Airport or Hotel Transfer (VIP:Starex, H1)",Bus Tours,1.0,5.0,1.0,25.0,"One way: 4-seat airconditioned vehicle transfer for 1-3pax, Travel insurance during transfer, Service of driver from airport to hotel or hotel to airport, Unlimited water bottle and cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
889.0," Angkor Guide To Sunrise Angkor Wat, Bayon, TaProhm, Bantey Srei",Adventure Tours,1.0,5.0,8.0,35.0,"Bottled water, Cold Waters & Wipes, English Speaking Tour Guide, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
890.0,Kulen Mountain Waterfall and Local Culture Private-Tour,Full-day Tours,1.0,5.0,9.0,65.0,"Bottled water and towel, Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Sightseeing as specified in the description, Transportation by air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
891.0," 3-Days Private Tour Discover Angkor Wat ,1000 Linga Carving & Floating Village",Bus Tours,1.2,4.9,72.0,359.38,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
892.0,Private Full-Day Preah Vihear Koh Ker With Small Group Tour,Bus Tours,1.0,5.0,8.0,140.0,"Air-Con Vehicle, Senior English-Speaking Guide, Cool Water & Towels, Local Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
893.0,1Day Angkor Wat With Sunrise And Banteay Srei ( by join-in Luxury MiniBus),Full-day Tours,1.0,5.0,7.0,25.0,"All local taxes, Cold Water during touring, Air-conditioned vehicle, Reliable and safe English speaking tour guide with license","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
894.0,Bike the Countryside and Vegetable Villages Half Day private Tour,Bike Tours,1.0,5.0,4.0,37.0,"English Speaking Tour Guide, Bike (Giant or Trekking), Hotel pick up and drop off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
895.0,Decide Your Own Full-Day Tour from Siem Reap (DELUXE),Bus Tours,1.0,5.0,9.0,800.0,"English Speaking Tour guide, All entrance fees, Transportations & services as above mentioned, Breakfast, Lunch and Dinner, Hotel pick up and drop off, Entry/Admission - Angkor Wat, Entry/Admission - Koulen National Park, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
896.0,Angkor Wat-Sunrise by Cycling (25-30 km),Full-day Tours,1.0,5.0,8.0,76.0,"Hotel pickup at 4:50 AM Bicycle with the helmet. English Speaking Tour Guide with the license. Lunch at Sra Srang enjoy the traditional Khmer Cuisine Snack, and refreshments. Drop off. at the hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
897.0,1Day Private Tour: Kampong Kleng floating village and Beng Mealea temple.,Bus Tours,1.0,5.0,8.0,169.24,"Tour guide to all the main temples, transportation (A/C car), cold water and cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
898.0, Private day tours in Kampot-Kep with local tuktuk,Full-day Tours,1.0,5.0,8.0,45.0,"Private tuktuk, Driver as English tour guide, Entrance fees, Lunch for a solo traveller, Coffee/drinks for couple travellers, Extra charge for outside-town picking up, Entry/Admission - Salt Fields","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
899.0,Full Day Private Tour To Preah Vihear Temple( 220 KM )+ Koh Kher,Full-day Tours,1.0,5.0,9.0,271.8,"Cold towel and battled water, Private English speaking license Tour guide, Private Transportation service","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
900.0,Half Day Trip to Killing Field and Genocidal Museum,Bus Tours,1.0,5.0,4.0,120.0,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Hotel pick-up & drop-off","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
901.0,Half day discover Kompong Pluk floating village on Tonle Sap lake,Bus Tours,1.0,5.0,5.0,78.0,"English speaking license tour guide,, Air-conditioning car or minivan, Cold towel and battle of drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
902.0,Private Angkor Wat Sunrise Tour and Tonle Sap Boat Cruise,Bus Tours,1.0,5.0,9.0,62.0,"Vaccinated English speaking tour guide with license, Vaccinated experienced driver with license, Free cool water and cool towel during the tour, 100% Private vehicle with A/C ( Car or Minivan)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
903.0,Khmer Cuisine Cooking Class In Siem Reap,Cooking Classes,1.0,5.0,4.0,38.0,"Private transportation, All Fees and Taxes, We provide the food that you cook and prepare the lunch table on spot, Coffee and/or Tea, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
904.0,3 days VIP Trip at Angkor Wat With Sunrise Plus,Bus Tours,1.0,5.0,72.0,381.54,"A/C Car, Fuel, All Entrance Fees to places mentioned in the itinerary, English Speaking Tour Guide, Cold Mineral Water, Cold Face Towels, Airport Pick Up, Airport Transfer Out, Entry/Admission - Siem Reap, Entry/Admission - Bayon Temple, Entry/Admission - Siem Reap, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Prasat Suor Prat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Preah Khan, Entry/Admission - Neak Pean, Entry/Admission - Eastern Mebon, Entry/Admission - Banteay Samre, Entry/Admission - Banteay Srei, Entry/Admission - Beng Mealea, Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
905.0,"Private Banteay Chhmar, Banteay Toap & Ang Trapaeng Thma Guided Tour",Full-day Tours,1.0,5.0,7.0,150.77,"12 hour tour of Banteay Chhmar, Banteay Toap & Ang Trapaeng Thma, Hotel pickup and drop-off, Cold towels, Private transport by air-conditioned vehicle, Professional English-speaking guide, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
906.0,Angkor Wat plus Helicopter ride with Khmer Lunch,Bus Tours,1.0,5.0,7.0,585.66,"20-minute helicopter ride, air conditioned (share or private), Bottled water on tour, Hotel pickup and drop-off, Khmer Lunch during the tours, Transportation by air-conditioned vehicle, Angkor Wat 1 Day Entrance Ticket, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Ta Prohm Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
907.0,Small Phnom Penh City Tour,Luxury Car Tours,1.0,5.0,6.0,128.21,"All entrance fee are mentioned on attracting points, Private Licensing Tour Guide, Hotel Pickup and Drop-off, Hand Cold Tower, Cold Battle of waters, Private Conformable Transportation, Entry/Admission - Royal Palace, Entry/Admission - Silver Pagoda, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Russian Market","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
908.0,Guided Private Tuk Tuk Tour Angkor Wat and Small Circle and Five Extras,Full-day Tours,1.0,5.0,13.0,59.0,"English-speaking driver, Private transportation, Licenced English-speaking Angkor guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
909.0,Beng Mealea - Koh Ker & Preah Vihear Private Tour,Bus Tours,1.0,5.0,7.0,167.95,"Private transportation, 4-wheel drive pick up to the hill of Preah Vihear, Experienced English speaking guide, Picnic Lunch on spot as motioned in itinerary, Mineral water and cold tissues on tours, Fuel surcharge, Landing and facility fees, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
910.0,Private Angkor Wat sunrise sunset 2 days tour,Adventure Tours,1.0,5.0,48.0,225.65,"Professional English speaking guide, Gratuity is recommended, Fruit Snacks, AC Lexus/mini van/mini bus with licensed driver, Standard mountain bike, Cold water and Cold towels, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Wat","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
911.0,Beng Mealea & Hidden Temples 1 day,Full-day Tours,1.0,5.0,7.0,90.26,"All land transportation by US Army Jeep, ENGLISH speaking guide, Mineral water and cold tissues on tour, Entry/Admission - Chrey Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
912.0,Private Day Tour of Preah Vihear Off the Beaten track,Bus Tours,1.0,5.0,7.0,200.0,"Hotel pickup and Hotel or chaom border drop-off, O'Smach Border dropoff(tour option), Bottled water, Driver Guide, Private tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
913.0,Jump to Angkor,Bus Tours,1.0,5.0,9.0,92.31,"English Speaking Guide, Transportation, Cold water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
914.0,Jet Leg Release Massage,Health Tour,1.0,5.0,2.0,46.16,"90 hour massage treatment, include Welcome drink, foot washing and snack","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
915.0,Phnom Penh 2-Day Tour,Bus Tours,1.0,5.0,48.0,144.0,"English Speaking Tour Guide, Transportation: Car, Van with A/C., Cold pure drinking water and cold towel during temple trip., Free pick up in the Phnom Penh area.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
916.0,Siem Reap Angkor Wat Sunrise Small Tour By Join In,Bus Tours,1.0,5.0,5.0,26.9,"Professional English Speaking guide, Transported by air conditioner mini bus, Cold bottle of Water and cold towels, hotel pick up( 4:15-4:55 am), hotel drop off, Note: we use 1 pax by motor bike, 3 pax by tuk tuk and 4 by mini van per day booking, helmet for motor by sitting behind driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
917.0,Classic Angkor Wat sunset Private Tour,Full-day Tours,1.0,5.0,11.0,119.0,"Round trip hotel transfers, Professional guide driver, Water & Towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
918.0,Best Sihanoukville Day Tours From Cruise Port or Hotel,Bus Tours,1.0,5.0,5.0,170.0,"Pickup-drop off from GATE 1 of the port if you arrive by cruise or Hotel pickup and drop-off, Pick up welcome sign 'Green Era Travel' (please follow the guide who has Green Era Travel sign only), Shared air conditioned car, minivan or bus (depends on group size), Local English Speaking Guide, Cold Bottled waters, Small Group Tour","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
919.0, Private Kulen Waterfall & 1000 Lingas Tour,Full-day Tours,1.0,5.0,7.0,69.75,"Hotel pick-up and drop off (if requested), Transport by your chosen vehicle, Bottled water & Cold towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
920.0,Private Kbal Spean & Banteay Srei Tour,Full-day Tours,1.0,5.0,7.0,115.39,"Hotel pick-up and drop off, Professional English-speaking guide (limited options only), Transport by your chosen vehicle, Bottled water & Cold towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
921.0,"Private 3 Day Tour Culture, Heritage and Ancient Capital Discovery Tour",Bus Tours,1.0,5.0,72.0,307.7,"Bottled water, Professional guide, Hotel pickup and drop-off, Private Transportation, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
922.0,Full Day Angkor Discovery & Sunrise,Full-day Tours,1.0,5.0,8.0,55.39,"1 drink (shake or soft drink or fresh coconut juice or a can of Angkor beer)., 2 bottled water + 2 wet tissue/pax., All sightseeing & tour activities as programmed., Experienced local English speaking tour guide., Khmer set lunch., Transportation for the whole trip.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
923.0,Phnom Bok Mountain Temple Tour from Siem Reap,Adventure Tours,1.0,5.0,6.0,48.0,"Hotel pickup and drop-off, Lunch, Local guide, Transport by air-conditioned minivan/tuk tuk, Bottled water, Entry/Admission - Banteay Samre, Entry/Admission - Khmer Detours Day Tours","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
924.0,Half-Day Preah Khan and Neak Pean Temples from Siem Reap,Bus Tours,1.0,5.0,4.0,40.0,"Hotel pickup and drop-off, Professional guide and driver, Bottled water, Transport by Tuk Tuk or air-conditioned minivan depending on the number of travelers, Fuel surcharge, Landing and facility fees, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
925.0,Private 04 Day Tour in Siem Reap Region,Bus Tours,1.0,5.0,72.0,267.44,"Private English Speaking Tour Guide, Private Transportation with A/C, Cold Drinking Water, hotel pick up & drop off, Parking Fees, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Ta Prohm Temple, Entry/Admission - Pre Rup, Entry/Admission - Kbal Spean, Entry/Admission - Banteay Srei, Entry/Admission - Banteay Samre, Entry/Admission - Koh Ker Temple, Entry/Admission - Beng Mealea, Entry/Admission - Angkor Silk Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
